path,label_id,label_name
/media/sophgo/4888-7CDF/NEC-tif/149.tif,1,NEC
/media/sophgo/4888-7CDF/NEC-tif/3027.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/194.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/493.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/184.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/774.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/410.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/5440.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/591.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/1039.tif,1,NEC
/media/sophgo/4888-7CDF/NEC-tif/1355.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/932.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/495.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/5038.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/2211.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/1825.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/5624.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/3113.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/267.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/4888.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/23.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/439.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/1757.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/4317.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/2735.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/2131.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/3366.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/5498.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/1791.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/659.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/4172.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/705.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/4943.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/2896.tif,1,NEC
/media/sophgo/4888-7CDF/NEC-tif/3014.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/6212.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/1845.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/3635.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/2526.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/1022.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/669.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/3115.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/4312.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/1251.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/172.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/3755.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/6298.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/4256.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/531.tif,1,NEC
/media/sophgo/4888-7CDF/normal-tif/1706.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/4852.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/496.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/4299.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/1541.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/370.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/853.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/3072.tif,1,NEC
/media/sophgo/4888-7CDF/normal-tif/984.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/1325.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/1522.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/4772.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/212.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/1700.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/5842.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/5859.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/630.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/5091.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/3252.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/2281.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/5629.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/6395.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/4880.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/549.tif,1,NEC
/media/sophgo/4888-7CDF/normal-tif/625.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/1679.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/1546.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/959.tif,1,NEC
/media/sophgo/4888-7CDF/normal-tif/1806.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/121.tif,1,NEC
/media/sophgo/4888-7CDF/normal-tif/692.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/1931.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/4647.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/6409.tif,1,NEC
/media/sophgo/4888-7CDF/normal-tif/423.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/1024.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/2910.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/599.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/494.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/2760.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/3494.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/4696.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/141.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/2305.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/4684.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/3010.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/2887.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/1161.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/1173.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/818.tif,1,NEC
/media/sophgo/4888-7CDF/NEC-tif/6247.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/6384.tif,1,NEC
/media/sophgo/4888-7CDF/NEC-tif/5393.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/6609.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/3476.tif,1,NEC
/media/sophgo/4888-7CDF/NEC-tif/5167.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/2136.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/5187.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/2389.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/4157.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/200.tif,1,NEC
/media/sophgo/4888-7CDF/NEC-tif/5589.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/733.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/2700.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/89.tif,1,NEC
/media/sophgo/4888-7CDF/NEC-tif/5226.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/345.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/2046.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/405.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/748.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/3539.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/6560.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/1463.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/3217.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/1571.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/175.tif,1,NEC
/media/sophgo/4888-7CDF/NEC-tif/779.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/5706.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/5304.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/2653.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/2235.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/6527.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/504.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/3998.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/1076.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/213.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/6570.tif,1,NEC
/media/sophgo/4888-7CDF/NEC-tif/1390.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/804.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/6004.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/2620.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/1204.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/6322.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/4507.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/4920.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/2969.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/469.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/3191.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/1383.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/346.tif,1,NEC
/media/sophgo/4888-7CDF/normal-tif/1207.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/1250.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/5956.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/747.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/5555.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/5549.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/516.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/905.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/843.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/2415.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/3018.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/985.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/357.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/4761.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/5257.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/2777.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/1803.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/40.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/1032.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/2364.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/5759.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/278.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/2109.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/5915.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/1201.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/1597.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/4734.tif,0,Normal
/media/sophgo/4888-7CDF/NEC-tif/1312.tif,0,Normal
/media/sophgo/4888-7CDF/normal-tif/87.tif,0,Normal
